Age,Attrition,BusinessTravel,Department,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,ManagerGender
57,No,Non-Travel,Cybersecurity,4,Business Administration,348,3,Male,3,Network Security Specialist,3,8233,1,Yes,1,1,2,0,38,1,1,5,1,9,1,Male
23,No,Non-Travel,IT Support,2,Mathematics,349,3,Male,2,Technical Support,2,12893,0,Yes,5,2,1,3,34,3,3,3,2,8,9,Male
35,Yes,Travel_Frequently,Cybersecurity,1,Business Administration,350,2,Male,2,Network Security Specialist,3,14876,6,Yes,15,4,2,1,22,0,3,7,6,4,2,Male
51,Yes,Non-Travel,Cybersecurity,3,Business Administration,351,1,Female,3,Cybersecurity Engineer,4,9679,3,Yes,4,2,1,0,8,5,4,6,5,4,10,Male
56,Yes,Non-Travel,IT Support,3,Mathematics,352,4,Male,3,System Administrator,1,8530,0,Yes,18,3,2,3,17,2,1,20,10,7,9,Male
53,No,Travel_Frequently,Cybersecurity,4,Business Administration,353,1,Male,3,Security Analyst,1,5169,4,No,8,3,3,0,39,4,3,13,10,3,3,Male
28,No,Travel_Frequently,IT Support,1,Business Administration,354,2,Female,3,IT Specialist,3,4209,4,Yes,5,3,2,1,23,5,2,17,9,7,6,Male
43,Yes,Non-Travel,Cybersecurity,4,Computer Science,355,3,Female,3,Network Security Specialist,3,6910,0,No,16,3,1,2,34,0,2,8,4,10,4,Male
57,No,Non-Travel,IT Support,4,Information Technology,356,2,Female,3,System Administrator,4,9619,2,Yes,12,4,1,2,18,5,2,3,1,3,5,Male
30,Yes,Travel_Frequently,Data Science,2,Mathematics,357,1,Male,3,Data Scientist,3,3302,4,Yes,12,3,4,0,26,5,1,16,10,8,2,Female
56,No,Travel_Rarely,Software Development,4,Computer Science,358,1,Female,1,Frontend Developer,4,10666,0,Yes,18,2,1,0,36,4,3,9,1,3,7,Female
57,Yes,Non-Travel,Software Development,1,Computer Science,359,3,Female,4,Software Engineer,4,14789,1,Yes,5,1,3,0,37,1,3,5,6,8,4,Male
46,No,Travel_Frequently,Software Development,1,Mathematics,360,2,Female,1,Software Engineer,3,14250,0,No,13,4,1,2,1,5,2,15,7,2,3,Male
27,Yes,Travel_Rarely,Cybersecurity,3,Mathematics,361,4,Male,4,Security Analyst,3,3232,1,Yes,19,3,1,3,3,1,3,18,2,4,6,Male
56,No,Non-Travel,Data Science,3,Business Administration,362,1,Female,2,Data Analyst,1,7722,5,No,9,4,2,0,17,3,3,10,8,0,10,Female
28,Yes,Travel_Rarely,Cybersecurity,2,Computer Science,363,4,Male,1,Security Analyst,1,11543,4,Yes,6,3,3,0,22,4,1,7,1,9,3,Male
33,No,Travel_Frequently,Data Science,3,Mathematics,364,2,Male,2,Data Scientist,1,8701,3,No,13,4,2,3,12,3,1,15,9,3,10,Female
59,Yes,Non-Travel,Project Management,4,Mathematics,365,2,Female,2,Project Manager,4,8073,3,Yes,4,1,2,0,34,2,3,6,3,4,3,Female
54,No,Travel_Frequently,Cybersecurity,2,Engineering,366,1,Female,1,Security Analyst,3,12428,1,No,8,3,3,3,19,5,1,17,5,9,8,Male
44,Yes,Non-Travel,Project Management,1,Mathematics,367,2,Male,4,Scrum Master,3,12443,2,No,1,4,2,3,37,4,4,17,6,8,2,Female
34,Yes,Non-Travel,Cybersecurity,3,Information Technology,368,3,Male,2,Network Security Specialist,3,14603,0,No,16,1,1,2,25,4,2,8,7,1,7,Male
51,Yes,Travel_Frequently,IT Support,4,Engineering,369,4,Female,1,IT Specialist,1,14506,4,Yes,18,4,4,1,35,4,4,7,4,1,8,Male
24,No,Non-Travel,Data Science,1,Information Technology,370,4,Male,3,Machine Learning Engineer,3,11207,5,No,1,3,4,0,14,5,3,6,6,9,6,Female
39,No,Travel_Rarely,Data Science,1,Information Technology,371,3,Female,3,Machine Learning Engineer,3,8698,3,Yes,17,4,1,3,40,3,1,11,7,0,6,Female
34,No,Travel_Frequently,Cybersecurity,3,Computer Science,372,2,Female,1,Cybersecurity Engineer,3,11614,6,No,1,4,1,1,11,1,4,3,5,1,9,Male
55,No,Travel_Frequently,Data Science,4,Information Technology,373,1,Female,4,Machine Learning Engineer,2,9033,2,No,6,3,4,2,27,5,4,9,9,2,2,Female
34,No,Non-Travel,IT Support,2,Engineering,374,1,Female,4,IT Specialist,1,7021,2,No,3,4,2,1,39,2,4,17,1,5,7,Male
55,Yes,Travel_Frequently,IT Support,3,Computer Science,375,3,Female,1,Helpdesk Analyst,1,9904,5,Yes,11,2,4,1,22,4,2,8,4,8,1,Male
31,No,Travel_Frequently,Software Development,2,Mathematics,376,4,Female,1,Software Engineer,4,4202,0,Yes,3,2,3,0,5,3,3,3,7,4,2,Male
33,No,Travel_Frequently,IT Support,2,Mathematics,377,4,Female,4,System Administrator,3,4236,4,Yes,15,2,2,3,6,1,1,18,2,5,9,Male
43,No,Travel_Frequently,Project Management,3,Mathematics,378,4,Female,1,Project Manager,4,13529,5,No,13,3,4,1,28,2,2,9,10,6,1,Female
53,No,Travel_Rarely,IT Support,1,Information Technology,379,1,Female,3,Helpdesk Analyst,3,4173,4,No,12,2,4,0,28,3,2,16,7,4,8,Male
35,Yes,Travel_Rarely,IT Support,1,Engineering,380,1,Male,1,Helpdesk Analyst,2,8317,6,Yes,16,4,3,3,8,1,3,6,2,7,2,Male
40,Yes,Non-Travel,IT Support,1,Mathematics,381,4,Male,2,Technical Support,1,8036,5,Yes,19,1,4,3,16,4,2,16,6,6,8,Male
28,Yes,Non-Travel,IT Support,2,Information Technology,382,1,Female,4,Helpdesk Analyst,3,6487,1,No,4,1,3,0,17,4,1,20,1,3,7,Male
31,Yes,Non-Travel,Cybersecurity,1,Information Technology,383,3,Female,1,Security Analyst,4,10371,3,Yes,11,4,3,3,31,3,3,16,8,7,2,Male
34,Yes,Travel_Frequently,Cybersecurity,2,Engineering,384,1,Female,1,Cybersecurity Engineer,2,10449,1,No,16,2,1,3,5,3,2,8,5,7,9,Male
38,Yes,Non-Travel,IT Support,1,Information Technology,385,2,Female,3,IT Specialist,3,11422,0,No,20,3,3,1,9,3,3,2,4,7,1,Male
34,No,Travel_Frequently,Project Management,4,Business Administration,386,3,Female,3,Agile Coach,2,7922,4,Yes,13,2,4,0,31,3,1,2,9,10,9,Male
49,No,Travel_Rarely,IT Support,4,Computer Science,387,1,Female,4,IT Specialist,1,7935,0,No,12,4,2,1,5,0,3,15,7,6,5,Male
27,No,Travel_Frequently,IT Support,4,Engineering,388,2,Female,4,Technical Support,2,9989,4,Yes,12,4,3,0,27,0,3,20,5,3,1,Male
51,No,Travel_Frequently,Cybersecurity,4,Business Administration,389,3,Female,1,Network Security Specialist,1,6160,4,No,11,4,3,2,35,1,1,8,2,3,3,Male
46,Yes,Travel_Rarely,Project Management,3,Business Administration,390,2,Female,3,Project Manager,2,12185,2,No,14,3,4,0,22,4,2,4,1,2,7,Male
33,No,Travel_Rarely,Software Development,2,Engineering,391,3,Male,3,Software Engineer,2,8389,1,No,2,3,3,3,5,0,1,18,6,6,10,Male
53,No,Non-Travel,Software Development,2,Engineering,392,3,Female,1,Software Engineer,1,9500,1,No,15,1,3,3,9,0,2,16,9,0,5,Male
57,Yes,Travel_Rarely,Data Science,4,Information Technology,393,1,Female,1,Data Analyst,3,5772,3,Yes,15,1,3,0,27,4,4,6,4,8,7,Female
50,No,Non-Travel,Cybersecurity,1,Business Administration,394,2,Female,2,Cybersecurity Engineer,4,12856,6,Yes,10,4,4,3,31,2,2,3,8,0,3,Male
54,No,Non-Travel,Data Science,1,Engineering,395,4,Male,4,Data Scientist,4,3370,3,Yes,2,3,4,0,1,0,2,1,3,3,1,Female
42,No,Travel_Frequently,Software Development,4,Engineering,396,2,Female,1,Software Engineer,4,12629,0,No,2,3,2,3,13,5,2,20,3,5,1,Male
36,Yes,Non-Travel,Project Management,4,Computer Science,397,4,Female,3,Scrum Master,3,11502,1,Yes,19,2,1,3,16,1,1,16,4,8,10,Female
41,No,Non-Travel,Project Management,2,Information Technology,398,1,Female,4,Project Manager,4,8169,1,Yes,11,3,4,2,28,4,4,5,2,2,6,Female
32,Yes,Travel_Rarely,IT Support,2,Information Technology,399,3,Male,1,Technical Support,2,14299,1,Yes,17,4,2,0,38,0,3,8,2,7,6,Male
34,No,Travel_Frequently,Cybersecurity,3,Business Administration,400,1,Female,2,Security Analyst,4,7753,4,No,13,1,3,2,22,5,3,6,4,2,4,Male
48,No,Travel_Frequently,Data Science,3,Business Administration,401,2,Male,2,Data Scientist,1,14348,3,No,15,1,3,0,9,0,1,18,8,0,4,Female
29,No,Non-Travel,Project Management,2,Business Administration,402,3,Female,2,Agile Coach,2,9678,0,No,12,4,4,1,32,2,2,14,7,10,6,Male
24,Yes,Travel_Frequently,Cybersecurity,2,Computer Science,403,2,Female,4,Cybersecurity Engineer,2,11636,5,No,8,2,3,3,10,4,2,4,8,3,4,Male
47,Yes,Non-Travel,Software Development,1,Mathematics,404,4,Female,2,Full Stack Developer,4,13555,1,No,5,3,3,0,7,0,2,14,3,1,10,Female
39,No,Travel_Rarely,IT Support,4,Mathematics,405,4,Male,2,System Administrator,3,6651,4,No,3,3,4,1,8,4,1,7,5,9,9,Male
26,Yes,Travel_Frequently,Data Science,2,Engineering,406,4,Female,3,Data Scientist,4,5180,4,Yes,13,1,4,3,5,1,3,12,5,4,5,Female
50,No,Travel_Frequently,IT Support,2,Mathematics,407,3,Male,3,Helpdesk Analyst,2,10075,5,Yes,1,1,2,1,22,2,4,6,9,10,2,Male
40,Yes,Travel_Rarely,Cybersecurity,1,Computer Science,408,2,Female,2,Cybersecurity Engineer,4,11080,5,No,16,3,3,3,22,5,4,15,8,6,5,Male
37,Yes,Travel_Frequently,Software Development,2,Computer Science,409,4,Male,4,Software Engineer,4,8651,0,No,1,2,3,0,38,3,3,19,8,2,9,Female
46,No,Non-Travel,Project Management,1,Business Administration,410,2,Female,1,Project Manager,3,7448,4,No,5,4,1,2,2,2,2,12,7,9,1,Female
55,Yes,Travel_Frequently,Project Management,2,Mathematics,411,3,Female,3,Project Manager,4,14311,4,Yes,1,4,1,1,18,3,2,15,2,4,3,Female
59,No,Non-Travel,Project Management,1,Business Administration,412,2,Male,1,Agile Coach,1,9023,3,No,8,1,3,3,30,3,2,7,2,5,4,Female
36,No,Travel_Rarely,IT Support,3,Computer Science,413,1,Female,4,IT Specialist,3,4706,1,Yes,13,3,1,2,36,2,3,1,2,6,5,Male
42,Yes,Travel_Rarely,Cybersecurity,3,Information Technology,414,2,Female,2,Cybersecurity Engineer,3,7456,3,No,8,1,1,0,8,1,4,2,1,2,5,Male
49,Yes,Non-Travel,Cybersecurity,3,Business Administration,415,3,Female,1,Cybersecurity Engineer,4,13736,6,No,9,2,3,0,21,5,1,18,8,9,5,Male
23,Yes,Travel_Rarely,Project Management,2,Engineering,416,1,Female,3,Scrum Master,1,5830,5,Yes,19,3,4,1,11,0,1,4,6,4,9,Male
44,No,Travel_Frequently,Project Management,4,Engineering,417,3,Male,3,Project Manager,1,3900,5,Yes,1,4,2,3,24,2,2,10,10,10,9,Female
25,Yes,Non-Travel,Software Development,2,Information Technology,418,4,Male,4,Backend Developer,2,12022,4,No,8,1,1,0,1,0,1,11,6,5,8,Male
53,No,Non-Travel,IT Support,1,Computer Science,419,3,Female,4,Helpdesk Analyst,1,12747,5,No,4,3,1,0,29,1,4,6,3,3,6,Male
47,No,Travel_Frequently,Project Management,3,Engineering,420,2,Female,2,Agile Coach,4,6894,5,Yes,9,4,4,0,16,1,3,16,2,3,3,Female
55,No,Travel_Frequently,IT Support,3,Information Technology,421,4,Female,4,Technical Support,2,3579,2,No,10,4,2,3,24,1,4,3,5,3,3,Male
39,No,Travel_Frequently,Cybersecurity,4,Business Administration,422,3,Male,1,Security Analyst,3,13203,2,Yes,15,2,3,3,22,3,4,15,2,4,3,Male
37,No,Travel_Frequently,Data Science,1,Information Technology,423,2,Male,3,Data Scientist,1,11879,0,No,19,2,4,3,4,2,4,10,5,9,5,Female
47,No,Non-Travel,Cybersecurity,4,Computer Science,424,1,Female,1,Cybersecurity Engineer,4,6430,0,No,4,4,3,1,8,2,3,1,5,7,4,Male
53,No,Travel_Rarely,Software Development,1,Engineering,425,1,Male,1,Software Engineer,1,14183,3,Yes,9,4,4,2,36,1,3,4,10,1,2,Male
38,No,Travel_Frequently,Project Management,1,Mathematics,426,3,Male,2,Scrum Master,4,10378,4,No,6,2,1,3,5,0,1,4,4,5,10,Male
30,No,Travel_Rarely,Project Management,1,Information Technology,427,2,Female,1,Scrum Master,2,3231,1,Yes,12,1,2,1,12,4,2,1,4,2,5,Female
46,No,Non-Travel,Project Management,3,Business Administration,428,4,Male,4,Agile Coach,4,10207,3,Yes,13,2,1,3,24,2,4,19,9,9,10,Male
26,Yes,Non-Travel,IT Support,3,Mathematics,429,3,Male,2,Helpdesk Analyst,2,8551,0,Yes,3,1,4,0,13,1,1,15,5,3,6,Male
40,Yes,Travel_Frequently,IT Support,3,Computer Science,430,2,Female,3,Helpdesk Analyst,1,6342,5,Yes,15,1,3,3,21,4,1,5,10,0,5,Male
27,Yes,Non-Travel,Project Management,3,Engineering,431,2,Male,3,Project Manager,4,14082,3,No,2,4,4,3,23,4,3,18,3,1,3,Female
40,Yes,Travel_Frequently,IT Support,2,Information Technology,432,4,Female,4,System Administrator,1,11423,2,Yes,15,1,3,2,30,3,1,9,1,10,7,Male
31,No,Travel_Rarely,Data Science,1,Information Technology,433,1,Female,3,Data Scientist,4,6710,5,No,16,3,2,0,35,0,1,2,3,9,2,Female
35,No,Travel_Frequently,IT Support,1,Business Administration,434,3,Female,4,Helpdesk Analyst,3,8782,1,No,20,2,3,0,37,5,2,1,3,5,5,Male
25,Yes,Travel_Frequently,Software Development,2,Mathematics,435,1,Male,1,Backend Developer,3,8998,3,No,13,4,1,0,30,5,3,6,2,0,6,Female
36,No,Non-Travel,Data Science,2,Mathematics,436,2,Male,1,Data Analyst,3,9297,0,Yes,16,2,3,1,18,5,1,12,5,6,9,Female
39,No,Non-Travel,Cybersecurity,4,Information Technology,437,4,Female,4,Cybersecurity Engineer,1,3669,1,Yes,14,4,3,1,18,3,4,20,2,6,8,Male
22,Yes,Travel_Rarely,Cybersecurity,2,Information Technology,438,4,Female,4,Security Analyst,2,7779,5,Yes,3,4,3,2,38,2,4,11,4,10,8,Male
40,No,Non-Travel,Data Science,4,Computer Science,439,2,Male,3,Machine Learning Engineer,1,7104,6,No,19,2,4,0,28,1,1,6,10,9,7,Female
39,No,Travel_Rarely,Project Management,3,Engineering,440,1,Female,3,Project Manager,4,11639,5,Yes,1,1,2,1,32,3,1,18,9,4,2,Male
40,No,Travel_Frequently,Cybersecurity,2,Engineering,441,1,Female,3,Security Analyst,4,12384,1,No,2,4,4,2,17,1,1,1,5,6,7,Male
34,No,Travel_Frequently,Cybersecurity,3,Engineering,442,4,Male,2,Cybersecurity Engineer,1,8603,2,Yes,2,1,3,3,1,5,2,8,7,7,5,Male
38,No,Non-Travel,Project Management,2,Engineering,443,4,Female,1,Agile Coach,4,4693,1,No,6,2,1,1,15,1,2,10,9,3,1,Female
41,Yes,Non-Travel,Data Science,4,Engineering,444,1,Female,1,Data Scientist,2,10326,2,No,19,3,2,2,29,5,3,3,4,0,8,Female
45,Yes,Travel_Rarely,Data Science,3,Mathematics,445,3,Female,4,Data Scientist,4,5649,5,Yes,16,4,4,1,22,0,2,3,8,10,9,Female
27,Yes,Non-Travel,IT Support,3,Information Technology,446,1,Male,4,IT Specialist,4,5627,2,No,1,1,3,2,20,5,1,19,9,1,8,Male
53,Yes,Travel_Frequently,IT Support,2,Information Technology,447,3,Male,1,System Administrator,1,4176,0,No,6,3,2,2,36,3,2,8,10,10,7,Male
36,No,Non-Travel,Cybersecurity,2,Information Technology,448,1,Male,2,Security Analyst,2,11759,0,No,17,1,4,2,36,3,1,3,2,1,1,Male
30,Yes,Non-Travel,Data Science,2,Engineering,449,3,Male,1,Machine Learning Engineer,2,11485,2,No,16,1,1,0,7,0,2,2,2,1,4,Female
47,Yes,Non-Travel,Cybersecurity,2,Computer Science,450,4,Female,3,Cybersecurity Engineer,3,7281,1,Yes,15,1,3,2,5,5,1,11,9,9,10,Male
23,Yes,Travel_Rarely,Project Management,1,Computer Science,451,2,Male,1,Scrum Master,4,4500,0,No,16,4,2,3,7,3,1,18,6,2,9,Male
43,No,Travel_Rarely,Software Development,2,Business Administration,452,3,Male,3,Frontend Developer,1,11693,2,No,3,1,4,3,33,3,4,8,3,9,2,Male
54,No,Non-Travel,IT Support,2,Engineering,453,2,Male,4,System Administrator,3,8541,5,Yes,7,4,4,0,8,3,2,3,4,6,1,Male
45,No,Travel_Rarely,Cybersecurity,3,Mathematics,454,2,Female,2,Cybersecurity Engineer,2,12828,0,No,1,3,1,2,20,3,3,13,8,9,2,Male
56,No,Travel_Rarely,Software Development,3,Computer Science,455,4,Female,1,Full Stack Developer,3,12674,2,No,5,3,2,0,30,0,1,4,6,1,6,Female
25,Yes,Non-Travel,Cybersecurity,4,Computer Science,456,2,Male,2,Security Analyst,3,8671,6,No,6,1,2,2,15,4,3,5,6,10,10,Male
22,No,Non-Travel,Software Development,4,Engineering,457,1,Male,4,Backend Developer,1,13830,5,Yes,13,4,4,2,16,2,3,8,6,7,7,Male
41,No,Travel_Frequently,Software Development,3,Information Technology,458,2,Female,3,Full Stack Developer,2,7743,6,No,11,2,1,2,9,2,4,6,5,5,1,Female
40,Yes,Non-Travel,Data Science,4,Information Technology,459,3,Female,4,Data Analyst,4,7199,1,Yes,9,1,4,0,7,2,3,8,10,5,2,Female
34,No,Travel_Rarely,Project Management,3,Business Administration,460,3,Female,3,Agile Coach,1,12635,5,Yes,4,1,2,2,34,1,3,15,4,6,3,Male
52,No,Non-Travel,Cybersecurity,3,Business Administration,461,1,Female,2,Network Security Specialist,1,4182,1,Yes,11,2,2,3,39,0,2,18,9,3,10,Male
28,No,Travel_Rarely,Data Science,2,Business Administration,462,3,Male,3,Data Analyst,3,6283,4,Yes,11,1,3,3,13,5,2,4,6,2,1,Female
44,No,Non-Travel,IT Support,2,Computer Science,463,3,Female,3,Technical Support,3,8038,1,No,3,2,2,3,12,2,1,19,10,8,9,Male
28,Yes,Travel_Frequently,Software Development,3,Business Administration,464,2,Male,2,Frontend Developer,2,4888,5,No,17,1,1,2,31,2,1,5,9,1,9,Male
27,No,Travel_Frequently,Data Science,2,Information Technology,465,2,Female,2,Machine Learning Engineer,1,10852,4,No,10,3,3,0,21,5,4,18,10,1,3,Female
60,No,Travel_Rarely,Data Science,4,Business Administration,466,3,Male,1,Data Scientist,2,8649,5,Yes,15,3,1,0,3,3,2,8,3,3,1,Female
42,No,Non-Travel,Software Development,3,Engineering,467,2,Female,1,Frontend Developer,3,4130,3,Yes,18,1,3,2,39,0,3,3,7,2,5,Male
52,Yes,Travel_Rarely,Cybersecurity,3,Business Administration,468,3,Female,3,Network Security Specialist,2,13638,2,No,3,1,1,2,15,1,3,16,9,4,10,Male
26,No,Travel_Frequently,Project Management,1,Mathematics,469,3,Male,3,Project Manager,2,10832,4,No,5,1,2,2,11,4,2,2,10,9,10,Male
45,Yes,Travel_Rarely,Cybersecurity,3,Computer Science,470,2,Male,3,Cybersecurity Engineer,4,10186,0,No,5,4,2,3,1,0,1,3,7,2,9,Male
30,No,Travel_Frequently,Cybersecurity,4,Mathematics,471,2,Female,4,Cybersecurity Engineer,4,3095,1,No,6,2,2,0,30,3,2,15,5,10,7,Male
26,No,Travel_Rarely,Project Management,3,Engineering,472,1,Female,3,Scrum Master,3,14080,4,No,19,1,4,3,8,1,1,6,5,6,8,Female
39,No,Travel_Rarely,Cybersecurity,2,Computer Science,473,1,Female,3,Network Security Specialist,2,6260,2,No,15,2,3,0,35,0,1,14,4,4,2,Male
30,No,Travel_Rarely,Cybersecurity,2,Information Technology,474,1,Male,1,Network Security Specialist,4,4166,3,No,4,4,1,0,32,3,4,17,8,5,9,Male
53,Yes,Non-Travel,Data Science,4,Business Administration,475,4,Female,4,Data Analyst,4,6766,6,Yes,20,4,3,1,2,2,4,13,3,1,3,Female
25,Yes,Travel_Frequently,Cybersecurity,2,Computer Science,476,2,Female,3,Security Analyst,2,3415,3,No,3,4,3,3,12,3,1,13,4,4,9,Male
50,No,Non-Travel,Cybersecurity,2,Mathematics,477,2,Male,2,Security Analyst,1,3205,5,No,2,3,4,3,15,4,1,18,1,2,8,Male
23,No,Travel_Rarely,Project Management,1,Business Administration,478,4,Female,1,Scrum Master,4,3043,5,No,18,1,3,3,5,4,3,15,3,8,8,Female
48,Yes,Travel_Rarely,Project Management,4,Mathematics,479,2,Male,1,Scrum Master,2,13082,3,Yes,9,4,3,2,3,2,1,17,3,10,10,Male
60,No,Non-Travel,IT Support,3,Mathematics,480,1,Female,4,Helpdesk Analyst,1,3874,4,No,1,4,3,1,36,0,3,19,7,0,5,Male
41,Yes,Non-Travel,Cybersecurity,1,Engineering,481,1,Male,1,Security Analyst,4,5972,1,Yes,8,4,3,2,6,2,3,11,3,10,7,Male
42,Yes,Travel_Frequently,Cybersecurity,3,Business Administration,482,4,Male,4,Security Analyst,4,6154,2,Yes,3,4,3,3,29,4,3,16,5,1,5,Male
40,No,Travel_Rarely,Cybersecurity,3,Engineering,483,1,Female,3,Cybersecurity Engineer,1,7517,6,No,15,2,1,2,6,3,3,13,2,2,7,Male
35,No,Travel_Rarely,IT Support,4,Computer Science,484,4,Female,1,IT Specialist,2,5858,4,No,4,1,3,2,35,4,1,2,3,4,2,Male
49,No,Non-Travel,IT Support,3,Business Administration,485,1,Female,4,IT Specialist,3,11742,3,No,6,3,3,0,19,1,2,10,7,7,10,Male
23,No,Non-Travel,Cybersecurity,1,Engineering,486,4,Male,2,Security Analyst,1,6793,5,Yes,16,2,2,2,4,5,2,16,4,5,10,Male
24,No,Non-Travel,Data Science,1,Mathematics,487,2,Male,2,Data Scientist,2,5863,6,Yes,4,4,4,3,14,2,2,20,8,5,1,Female
50,No,Travel_Rarely,Data Science,1,Engineering,488,4,Male,1,Data Analyst,1,13657,0,No,19,3,4,3,36,3,3,10,9,6,3,Female
51,No,Travel_Rarely,Data Science,1,Computer Science,489,2,Female,1,Data Analyst,2,3694,1,No,2,1,2,3,10,2,3,19,5,1,3,Female
60,Yes,Travel_Frequently,IT Support,2,Engineering,490,3,Male,4,Helpdesk Analyst,4,11995,2,Yes,12,4,3,0,35,0,4,4,7,5,2,Male
38,No,Travel_Rarely,Data Science,4,Business Administration,491,4,Female,3,Data Analyst,3,10482,1,Yes,2,4,2,1,35,5,1,17,8,9,2,Female
55,Yes,Travel_Frequently,Project Management,4,Computer Science,492,2,Male,4,Agile Coach,4,10626,2,No,14,4,2,3,17,0,4,16,7,3,6,Female
29,No,Travel_Rarely,Project Management,3,Computer Science,493,1,Female,3,Project Manager,2,7845,5,Yes,9,3,1,1,6,5,2,1,10,9,10,Female
29,No,Travel_Frequently,Project Management,1,Business Administration,494,3,Male,3,Agile Coach,2,12977,2,No,8,3,4,1,22,1,4,9,6,0,1,Male
26,Yes,Travel_Frequently,IT Support,4,Information Technology,495,1,Male,3,System Administrator,4,6124,3,Yes,2,1,3,3,31,4,1,8,9,5,10,Male
38,No,Travel_Frequently,IT Support,2,Business Administration,496,1,Male,1,IT Specialist,2,10328,4,Yes,17,3,4,2,23,0,1,20,4,4,9,Male
22,Yes,Travel_Frequently,Software Development,1,Engineering,497,4,Male,4,Full Stack Developer,3,14801,2,Yes,13,3,4,2,3,0,1,15,4,9,2,Female
22,No,Travel_Rarely,Data Science,1,Information Technology,498,3,Male,2,Data Scientist,2,12226,3,Yes,15,3,3,2,32,0,2,1,4,9,9,Female
31,Yes,Non-Travel,Software Development,4,Business Administration,499,1,Male,3,Frontend Developer,1,6837,5,No,15,4,2,1,20,0,2,2,10,2,3,Female
51,Yes,Non-Travel,Cybersecurity,4,Business Administration,500,1,Male,4,Cybersecurity Engineer,2,8115,3,No,18,4,2,2,4,5,4,16,3,10,10,Male
32,No,Travel_Rarely,Data Science,4,Mathematics,501,2,Male,1,Data Scientist,2,8674,6,Yes,11,3,3,3,5,0,1,12,5,9,7,Female
60,Yes,Travel_Rarely,IT Support,2,Information Technology,502,3,Female,1,System Administrator,1,4236,3,No,20,3,2,3,26,0,2,3,8,10,2,Male
37,Yes,Travel_Frequently,Cybersecurity,3,Business Administration,503,1,Female,2,Cybersecurity Engineer,1,6843,5,Yes,15,2,3,3,3,5,3,13,6,9,7,Male
22,No,Travel_Frequently,Data Science,4,Mathematics,504,4,Female,4,Data Analyst,3,12077,2,No,5,1,1,1,39,2,1,12,1,4,2,Female
44,No,Travel_Rarely,Cybersecurity,1,Business Administration,505,4,Male,1,Security Analyst,1,14789,2,No,7,4,1,1,34,1,3,12,10,5,8,Male
54,Yes,Travel_Rarely,IT Support,2,Information Technology,506,4,Male,2,IT Specialist,3,7428,4,Yes,1,3,1,1,37,1,2,6,8,6,10,Male
22,Yes,Travel_Rarely,IT Support,4,Engineering,507,4,Female,3,IT Specialist,4,4076,1,Yes,16,4,2,1,8,0,4,19,10,1,2,Male
40,Yes,Travel_Rarely,Project Management,1,Computer Science,508,3,Female,1,Agile Coach,4,3547,1,No,15,1,4,1,9,0,2,6,6,6,8,Female
51,Yes,Travel_Rarely,Software Development,3,Information Technology,509,4,Female,4,Frontend Developer,1,7046,1,No,5,1,4,3,14,3,1,4,3,6,8,Female
45,No,Travel_Frequently,Cybersecurity,2,Mathematics,510,4,Female,1,Security Analyst,1,9893,5,No,17,4,4,1,37,5,3,18,3,8,4,Male
29,No,Travel_Rarely,Cybersecurity,4,Engineering,511,1,Male,1,Network Security Specialist,1,12261,3,Yes,17,1,1,3,30,4,2,12,8,5,7,Male
53,No,Travel_Rarely,Software Development,3,Information Technology,512,1,Female,2,Frontend Developer,2,13330,2,No,17,4,4,0,6,4,1,3,9,6,7,Female
23,No,Non-Travel,Software Development,1,Information Technology,513,2,Male,2,Backend Developer,4,10357,5,Yes,18,1,2,3,16,0,2,8,4,6,7,Male
27,No,Travel_Frequently,IT Support,3,Business Administration,514,4,Male,1,Technical Support,3,10959,4,Yes,6,2,2,3,36,1,1,14,3,2,4,Male
32,No,Non-Travel,Project Management,2,Business Administration,515,3,Female,3,Agile Coach,4,9755,2,Yes,8,1,2,1,38,3,4,1,9,4,5,Female
49,Yes,Non-Travel,Data Science,3,Mathematics,516,3,Male,4,Data Scientist,3,14456,6,Yes,14,3,3,0,28,0,1,3,5,3,5,Female
32,No,Travel_Rarely,Data Science,3,Mathematics,517,4,Male,1,Data Analyst,1,13143,6,No,20,3,2,1,5,3,2,15,6,8,3,Female
48,Yes,Travel_Rarely,Cybersecurity,2,Computer Science,518,3,Male,3,Cybersecurity Engineer,2,13518,3,Yes,17,3,4,0,26,1,3,9,3,10,4,Male
59,Yes,Travel_Rarely,Data Science,2,Mathematics,519,1,Female,1,Machine Learning Engineer,2,8846,3,Yes,12,1,3,0,5,1,2,4,5,10,7,Female
56,No,Travel_Rarely,Software Development,3,Mathematics,520,3,Female,4,Software Engineer,1,3059,1,No,5,4,1,2,23,5,1,5,5,8,9,Female
50,Yes,Travel_Frequently,IT Support,3,Engineering,521,4,Female,4,System Administrator,3,14149,1,No,14,4,3,2,38,1,3,18,5,10,7,Male
53,No,Non-Travel,Project Management,1,Engineering,522,3,Female,4,Scrum Master,1,9560,6,No,13,4,2,3,14,1,4,15,7,6,3,Female
